func_name,is_array,offset,varname,dir,width,depth,remark
fully_connected_fprop,1,17450240,output_layer2_error_d0,out,64,122880,addr_width=17
fully_connected_fprop,1,17450240,output_layer2_error_q0,in,64,122880,addr_width=17
fully_connected_fprop,1,17450240,output_layer2_error_d1,out,64,122880,addr_width=17
fully_connected_fprop,1,17450240,output_layer2_error_q1,in,64,122880,addr_width=17
fully_connected_fprop,1,18433280,output_layer2_b_q0,in,64,120,addr_width=7
fully_connected_fprop,1,18434240,output_layer2_db_d0,out,64,120,addr_width=7
fully_connected_fprop,1,18434240,output_layer2_db_q0,in,64,120,addr_width=7
fully_connected_fprop,1,18434240,output_layer2_db_d1,out,64,120,addr_width=7
fully_connected_fprop,1,18434240,output_layer2_db_q1,in,64,120,addr_width=7
fully_connected_fprop,1,18435200,output_layer2_W_q0,in,64,48000,addr_width=16
fully_connected_fprop,1,18819200,output_layer2_dW_d0,out,64,48000,addr_width=16
fully_connected_fprop,1,18819200,output_layer2_dW_q0,in,64,48000,addr_width=16
fully_connected_fprop,1,18819200,output_layer2_dW_d1,out,64,48000,addr_width=16
fully_connected_fprop,1,18819200,output_layer2_dW_q1,in,64,48000,addr_width=16
fully_connected_fprop,1,19203200,output_layer2_map_common_d0,out,64,1024,addr_width=10
fully_connected_fprop,1,19203200,output_layer2_map_common_q0,in,64,1024,addr_width=10
fully_connected_fprop,1,19203200,output_layer2_map_common_d1,out,64,1024,addr_width=10
fully_connected_fprop,1,19203200,output_layer2_map_common_q1,in,64,1024,addr_width=10
